BUILDINGNU,BUILDINGST,DIAMETER,SPECIES,BOROUGH,ZIPCODE
135,CHARLES LANE,9,PYCA,Manhattan,
153,CHARLES LANE,12,GIBI,Manhattan,
153,CHARLES LANE,11,GIBI,Manhattan,
155,CHARLES LANE,10,GIBI,Manhattan,
165,CHARLES LANE,3,GIBI,Manhattan,
165,CHARLES LANE,3,GIBI,Manhattan,
165,CHARLES LANE,3,GIBI,Manhattan,
687,GREENWICH COURT,12,PYCA,Manhattan,
687,GREENWICH COURT,13,PYCA,Manhattan,
702,GREENWICH COURT,11,PYCA,Manhattan,
702,GREENWICH COURT,11,PYCA,Manhattan,
702,GREENWICH COURT,4,PYCA,Manhattan,
379,WASHINGTON STREET,5,PYCA,Manhattan,
165,CHARLES LANE,3,GIBI,Manhattan,
165,CHARLES LANE,3,GIBI,Manhattan,
140,CHARLES LANE,10,PYCA,Manhattan,
140,CHARLES LANE,10,PYCA,Manhattan,
140,CHARLES LANE,8,PYCA,Manhattan,
140,CHARLES LANE,10,PYCA,Manhattan,
132,CHARLES LANE,16,GIBI,Manhattan,
130,CHARLES LANE,17,QUPA,Manhattan,
696,GREENWICH COURT,14,GLTR,Manhattan,
696,GREENWICH COURT,10,GLTR,Manhattan,
207,GREENWICH AVENUE,11,PYCA,Manhattan,
215,GREENWICH AVENUE,4,PYCA,Manhattan,
215,GREENWICH AVENUE,16,GIBI,Manhattan,
215,GREENWICH AVENUE,10,PYCA,Manhattan,
100,WATTS STREET,15,PYCA,Manhattan,
214,GREENWICH AVENUE,7,PYCA,Manhattan,
214,GREENWICH AVENUE,9,PYCA,Manhattan,
201,GREENWICH AVENUE,11,PYCA,Manhattan,
201,GREENWICH AVENUE,10,PYCA,Manhattan,
207,GREENWICH AVENUE,7,GIBI,Manhattan,
207,GREENWICH AVENUE,14,PYCA,Manhattan,
153,STANTON STREET,3,GLTR,Manhattan,10002
7,RIVINGTON STREET,7,GLTR,Manhattan,10002
66,ALLEN STREET,12,PLAC,Manhattan,10002
47,EAST    7 STREET,9,GIBI,Manhattan,10003
137,AVENUE B,20,ULAM,Manhattan,10009
542,EAST    5 STREET,7,,Manhattan,10009
47,EAST    7 STREET,9,GIBI,Manhattan,10003
542,EAST    5 STREET,5,PYCA,Manhattan,10009
175,FORSYTH STREET,10,ROPS,Manhattan,
1017,EAST   10 STREET,22,PLAC,Manhattan,
420,AVENUE C,8,GLTR,Manhattan,
420,AVENUE C,9,GLTR,Manhattan,
420,AVENUE C,8,GLTR,Manhattan,
420,AVENUE C,8,GLTR,Manhattan,
420,AVENUE C,15,GLTR,Manhattan,
420,AVENUE C,14,GLTR,Manhattan,
420,AVENUE C,11,GLTR,Manhattan,
420,AVENUE C,12,GLTR,Manhattan,
420,AVENUE C,12,GLTR,Manhattan,
420,AVENUE C,8,GLTR,Manhattan,
420,AVENUE C,10,GLTR,Manhattan,
420,AVENUE C,7,GLTR,Manhattan,
420,AVENUE C,6,GLTR,Manhattan,
420,AVENUE C,6,GLTR,Manhattan,
420,AVENUE C,10,GLTR,Manhattan,
420,AVENUE C,11,GLTR,Manhattan,
420,AVENUE C,7,GLTR,Manhattan,
420,AVENUE C,8,GLTR,Manhattan,
420,AVENUE C,7,GLTR,Manhattan,
420,AVENUE C,6,GLTR,Manhattan,
420,AVENUE C,11,GLTR,Manhattan,
420,AVENUE C,7,GLTR,Manhattan,
420,AVENUE C,10,GLTR,Manhattan,
420,AVENUE C,6,GLTR,Manhattan,
420,AVENUE C,6,GLTR,Manhattan,
?,F D R DRIVE,0,,Manhattan,
?,F D R DRIVE,0,,Manhattan,
177,DIVISION STREET,14,PLAC,Manhattan,
568,MARKET STREET,6,GIBI,Manhattan,
137,DELANCEY ST SOUTH,27,PO,Manhattan,
135,DELANCEY ST SOUTH,41,PO,Manhattan,
133,DELANCEY ST SOUTH,33,PO,Manhattan,
131,DELANCEY ST SOUTH,43,PO,Manhattan,
129,DELANCEY ST SOUTH,26,QUPA,Manhattan,
125,DELANCEY ST SOUTH,39,PO,Manhattan,
115,DELANCEY ST SOUTH,27,PO,Manhattan,
72,BROOME STREET,0,,Manhattan,
72,BROOME STREET,13,AIAL,Manhattan,
511,HENRY STREET,3,LIST,Manhattan,
511,HENRY STREET,2,LIST,Manhattan,
1 Columbus pla,WEST   59 STREET,3,TICO,Manhattan,
1 Columbus pla,WEST   59 STREET,4,PYCA,Manhattan,
1 Columbus pla,WEST   59 STREET,6,PYCA,Manhattan,
1 Columbus pla,WEST   59 STREET,4,PYCA,Manhattan,
1000,WEST   59 STREET,6,TICO,Manhattan,
1000,WEST   59 STREET,10,TICO,Manhattan,
1000,WEST   59 STREET,9,TICO,Manhattan,
1000,WEST   59 STREET,9,TICO,Manhattan,
899,WEST   59 STREET,7,TICO,Manhattan,
899,WEST   59 STREET,7,TICO,Manhattan,
899,WEST   59 STREET,7,TICO,Manhattan,
pier 59,JOE DIMAGGIO HIGHWAY,5,ULPA,Manhattan,
pier 59,JOE DIMAGGIO HIGHWAY,6,ZESE,Manhattan,
pier 61,JOE DIMAGGIO HIGHWAY,5,ULPA,Manhattan,
pier 61,JOE DIMAGGIO HIGHWAY,4,ULPA,Manhattan,
811,WEST   54 STREET,9,QUPA,Manhattan,
997,9 AVENUE,2,KOPA,Manhattan,
4214,9 AVENUE,2,TICO,Manhattan,
4214,9 AVENUE,2,TICO,Manhattan,
4214,9 AVENUE,4,GLTR,Manhattan,
138,LEXINGTON AVENUE,10,PLAC,Manhattan,10016
538,EAST   50 STREET,5,PYCA,Manhattan,
752,WEST   50 STREET,4,PYCA,Manhattan,
746,WEST   50 STREET,11,GLTR,Manhattan,
744,WEST   50 STREET,11,GLTR,Manhattan,
530,EAST   35 STREET,10,PLAC,Manhattan,
841,WEST   56 STREET,14,TICO,Manhattan,
536,WEST   56 STREET,0,,Manhattan,
536,WEST   56 STREET,9,TICO,Manhattan,
536,WEST   56 STREET,9,TICO,Manhattan,
536,WEST   56 STREET,7,TICO,Manhattan,
536,WEST   56 STREET,7,GLTR,Manhattan,
536,WEST   56 STREET,7,GLTR,Manhattan,
811,WEST   54 STREET,3,TIAM,Manhattan,
811,WEST   54 STREET,3,TIAM,Manhattan,
811,WEST   54 STREET,3,TICO,Manhattan,
811,WEST   54 STREET,3,TICO,Manhattan,
4,UNION SQUARE SOUTH,4,UNK,Manhattan,
4,UNION SQUARE SOUTH,3,UNK,Manhattan,
820,EAST   44 STREET,5,QURU,Manhattan,
622,EAST   41 STREET,5,GLTR,Manhattan,
630,EAST   41 STREET,6,ULAM,Manhattan,
630,EAST   41 STREET,6,ULAM,Manhattan,
630,EAST   41 STREET,7,ULAM,Manhattan,
630,EAST   41 STREET,7,ULAM,Manhattan,
867,WEST   57 STREET,10,GLTR,Manhattan,
867,WEST   57 STREET,4,GLTR,Manhattan,
801,EAST   45 STREET,10,GIBI,Manhattan,
711,EAST   45 STREET,7,ROPS,Manhattan,
801,EAST   45 STREET,1,GIBI,Manhattan,
622,EAST   40 STREET,6,ROPS,Manhattan,
622,EAST   40 STREET,7,ROPS,Manhattan,
622,EAST   40 STREET,3,PYCA,Manhattan,
622,EAST   40 STREET,5,PYCA,Manhattan,
622,EAST   40 STREET,6,PYCA,Manhattan,
622,EAST   40 STREET,6,PYCA,Manhattan,
600,EAST   55 STREET,3,GLTR,Manhattan,
730,WEST   57 STREET,6,GIBI,Manhattan,
590,EAST   57 STREET,4,GIBI,Manhattan,
590,EAST   57 STREET,4,GIBI,Manhattan,
590,EAST   57 STREET,3,GIBI,Manhattan,
3171,MADISON AVENUE,15,PLAC,Manhattan,
3171,MADISON AVENUE,16,PLAC,Manhattan,
3171,MADISON AVENUE,15,PLAC,Manhattan,
3171,MADISON AVENUE,14,PLAC,Manhattan,
3171,MADISON AVENUE,15,PLAC,Manhattan,
3171,MADISON AVENUE,13,PLAC,Manhattan,
798,EAST   50 STREET,9,GLTR,Manhattan,
798,EAST   50 STREET,6,GLTR,Manhattan,
798,EAST   50 STREET,8,GLTR,Manhattan,
2242,EAST   47 STREET,8,QUPH,Manhattan,
570,EAST   51 STREET,5,GIBI,Manhattan,
570,EAST   51 STREET,6,FRPE,Manhattan,
570,EAST   51 STREET,5,FRPE,Manhattan,
570,EAST   51 STREET,6,FRPE,Manhattan,
570,EAST   51 STREET,3,FRPE,Manhattan,
570,EAST   51 STREET,6,FRPE,Manhattan,
570,EAST   51 STREET,6,FRPE,Manhattan,
570,EAST   51 STREET,6,FRPE,Manhattan,
570,EAST   51 STREET,7,GIBI,Manhattan,
570,EAST   51 STREET,4,GLTR,Manhattan,
570,EAST   51 STREET,5,GLTR,Manhattan,
570,EAST   51 STREET,4,GLTR,Manhattan,
570,EAST   51 STREET,5,GLTR,Manhattan,
570,EAST   51 STREET,6,GLTR,Manhattan,
570,EAST   51 STREET,7,GLTR,Manhattan,
trinity church,BROADWAY,5,PI2,Manhattan,
trinity church,BROADWAY,4,PI2,Manhattan,
trinity church,BROADWAY,4,PI2,Manhattan,
trinity church,BROADWAY,3,PI2,Manhattan,
trinity church,BROADWAY,7,QUPA,Manhattan,
trinity church,BROADWAY,15,QURU,Manhattan,
225,EAST   49 STREET,4,QURU,Manhattan,10017
213,EAST   49 STREET,4,GIBI,Manhattan,10017
225,EAST   49 STREET,5,GLTR,Manhattan,10017
171,IRVING PLACE,9,PYCA,Manhattan,
16,ASSER LEVY PLACE,0,,Manhattan,
16,ASSER LEVY PLACE,3,UNK,Manhattan,
16,ASSER LEVY PLACE,2,UNK,Manhattan,
16,ASSER LEVY PLACE,3,GLTR,Manhattan,
16,ASSER LEVY PLACE,2,UNK,Manhattan,
16,ASSER LEVY PLACE,3,UNK,Manhattan,
16,ASSER LEVY PLACE,4,QURU,Manhattan,
16,ASSER LEVY PLACE,3,CR,Manhattan,
16,ASSER LEVY PLACE,4,GLTR,Manhattan,
20,GRAMERCY PARK NORTH,4,,Manhattan,
1,GRAMERCY PARK NORTH,3,PYCA,Manhattan,
34,GRAMERCY PARK SOUTH,8,PYCA,Manhattan,
34,GRAMERCY PARK SOUTH,5,PYCA,Manhattan,
1,GRAMERCY PARK NORTH,15,ROPS,Manhattan,
1,GRAMERCY PARK NORTH,14,ROPS,Manhattan,
1,GRAMERCY PARK NORTH,11,ROPS,Manhattan,
2350,BROADWAY,9,QUPA,Manhattan,10024
2350,BROADWAY,6,QUPA,Manhattan,10024
2350,BROADWAY,9,QUPA,Manhattan,10024
2350,BROADWAY,5,MA1,Manhattan,10024
2350,BROADWAY,6,QUPA,Manhattan,10024
2350,BROADWAY,2,QUPA,Manhattan,10024
2350,BROADWAY,8,QUPA,Manhattan,10024
2350,BROADWAY,8,QUPA,Manhattan,10024
2350,BROADWAY,8,MA1,Manhattan,10024
2350,BROADWAY,14,PLAC,Manhattan,10024
2350,BROADWAY,7,QUPA,Manhattan,10024
2330,BROADWAY,5,CR,Manhattan,10024
2330,BROADWAY,4,CR,Manhattan,10024
2330,BROADWAY,4,CR,Manhattan,10024
2330,BROADWAY,5,CR,Manhattan,10024
2330,BROADWAY,4,CR,Manhattan,10024
2330,BROADWAY,3,UNK,Manhattan,10024
2330,BROADWAY,13,QURU,Manhattan,10024
2350,BROADWAY,7,QUPA,Manhattan,10024
2330,BROADWAY,13,QURU,Manhattan,10024
2330,BROADWAY,3,CR,Manhattan,10024
2330,BROADWAY,4,CR,Manhattan,10024
2330,BROADWAY,15,QURU,Manhattan,10024
2330,BROADWAY,13,QURU,Manhattan,10024
2350,BROADWAY,7,QUPA,Manhattan,10024
2330,BROADWAY,3,CR,Manhattan,10024
2330,BROADWAY,3,CR,Manhattan,10024
2330,BROADWAY,4,CR,Manhattan,10024
2330,BROADWAY,2,QURU,Manhattan,10024
2330,BROADWAY,17,QURU,Manhattan,10024
2330,BROADWAY,11,GLTR,Manhattan,10024
2330,BROADWAY,14,QURU,Manhattan,10024
2330,BROADWAY,2,QURU,Manhattan,10024
2308,BROADWAY,5,QURU,Manhattan,10024
2308,BROADWAY,8,QURU,Manhattan,10024
2308,BROADWAY,4,MA2,Manhattan,10024
2308,BROADWAY,3,MA2,Manhattan,10024
2309,BROADWAY,3,GLTR,Manhattan,10024
2308,BROADWAY,6,QURU,Manhattan,10024
2308,BROADWAY,12,QURU,Manhattan,10024
2308,BROADWAY,8,QURU,Manhattan,10024
2308,BROADWAY,3,MA2,Manhattan,10024
2309,BROADWAY,13,PLAC,Manhattan,10024
2308,BROADWAY,6,QURU,Manhattan,10024
2308,BROADWAY,3,QURU,Manhattan,10024
2308,BROADWAY,6,QURU,Manhattan,10024
2308,BROADWAY,2,MA2,Manhattan,10024
2350,BROADWAY,4,QUPA,Manhattan,10024
2308,BROADWAY,8,QURU,Manhattan,10024
2308,BROADWAY,3,QURU,Manhattan,10024
2308,BROADWAY,12,GLTR,Manhattan,10024
2308,BROADWAY,13,GLTR,Manhattan,10024
2308,BROADWAY,4,MA2,Manhattan,10024
2308,BROADWAY,3,GIBI,Manhattan,10024
2308,BROADWAY,15,GIBI,Manhattan,10024
2308,BROADWAY,0,,Manhattan,10024
2308,BROADWAY,5,MA2,Manhattan,10024
441,WEST END AVENUE,10,GIBI,Manhattan,10024
1164,WEST   83 STREET,2,PYCA,Manhattan,
185,RIVERSIDE BOULEVARD,5,QURU,Manhattan,
101,WEST   64 STREET,6,PYCA,Manhattan,
101,WEST   64 STREET,5,PYCA,Manhattan,
101,WEST   64 STREET,5,PYCA,Manhattan,
101,WEST   64 STREET,6,PLAC,Manhattan,
101,WEST   64 STREET,5,PYCA,Manhattan,
110,WEST   64 STREET,5,PYCA,Manhattan,
101,WEST   64 STREET,5,PYCA,Manhattan,
110,WEST   64 STREET,5,PYCA,Manhattan,
101,WEST   64 STREET,5,PYCA,Manhattan,
101,WEST   64 STREET,5,PYCA,Manhattan,
101,WEST   64 STREET,6,PYCA,Manhattan,
101,WEST   64 STREET,5,PYCA,Manhattan,
185,RIVERSIDE BOULEVARD,3,QURU,Manhattan,
100,WEST   64 STREET,19,PLAC,Manhattan,
100,WEST   64 STREET,21,PLAC,Manhattan,
100,WEST   64 STREET,9,ROPS,Manhattan,
100,WEST   64 STREET,0,0,Manhattan,
100,WEST   64 STREET,5,FRPE,Manhattan,
100,WEST   64 STREET,8,ROPS,Manhattan,
100,WEST   64 STREET,9,ROPS,Manhattan,
100,WEST   64 STREET,12,ROPS,Manhattan,
100,WEST   64 STREET,9,ROPS,Manhattan,
100,WEST   64 STREET,8,ROPS,Manhattan,
100,WEST   64 STREET,10,ROPS,Manhattan,
100,WEST   64 STREET,8,ROPS,Manhattan,
100,WEST   64 STREET,7,ROPS,Manhattan,
100,WEST   64 STREET,9,ROPS,Manhattan,
100,WEST   64 STREET,8,ROPS,Manhattan,
100,WEST   64 STREET,9,ROPS,Manhattan,
100,WEST   64 STREET,7,ROPS,Manhattan,
101,WEST   64 STREET,10,ROPS,Manhattan,
2Columbus Av,WEST   59 STREET,4,PYCA,Manhattan,
161,WEST   61 DRIVE,11,PYCA,Manhattan,
161,WEST   61 DRIVE,6,PYCA,Manhattan,
161,WEST   61 DRIVE,8,PYCA,Manhattan,
161,WEST   61 DRIVE,12,PYCA,Manhattan,
101,WEST   64 STREET,5,PYCA,Manhattan,
101,WEST   64 STREET,5,PYCA,Manhattan,
101,WEST   64 STREET,5,PYCA,Manhattan,
101,WEST   64 STREET,6,PYCA,Manhattan,
101,WEST   64 STREET,5,PYCA,Manhattan,
350,WEST   61 DRIVE,4,BE,Manhattan,
350,WEST   61 DRIVE,3,QURU,Manhattan,
350,WEST   61 DRIVE,13,PLAC,Manhattan,
350,WEST   61 DRIVE,13,PLAC,Manhattan,
50,WEST   61 DRIVE,18,QURU,Manhattan,
50,WEST   61 DRIVE,8,PR,Manhattan,
50,WEST   61 DRIVE,14,LIST,Manhattan,
113,COLUMBUS AVENUE,9,GLTR,Manhattan,
113,COLUMBUS AVENUE,9,GLTR,Manhattan,
113,COLUMBUS AVENUE,8,GLTR,Manhattan,
113,COLUMBUS AVENUE,6,GLTR,Manhattan,
113,COLUMBUS AVENUE,5,GLTR,Manhattan,
113,COLUMBUS AVENUE,5,GLTR,Manhattan,
113,COLUMBUS AVENUE,5,GLTR,Manhattan,
113,COLUMBUS AVENUE,7,PR,Manhattan,
113,COLUMBUS AVENUE,7,PR,Manhattan,
113,COLUMBUS AVENUE,8,PR,Manhattan,
113,COLUMBUS AVENUE,6,PR,Manhattan,
113,COLUMBUS AVENUE,9,ZESE,Manhattan,
113,COLUMBUS AVENUE,9,ZESE,Manhattan,
113,COLUMBUS AVENUE,9,ZESE,Manhattan,
1865,WEST   61 STREET,10,GLTR,Manhattan,
1865,WEST   61 STREET,7,GLTR,Manhattan,
1865,WEST   61 STREET,6,GLTR,Manhattan,
1865,WEST   61 STREET,8,GLTR,Manhattan,
113,COLUMBUS AVENUE,8,ZESE,Manhattan,
113,COLUMBUS AVENUE,8,ZESE,Manhattan,
113,COLUMBUS AVENUE,8,ZESE,Manhattan,
1865,WEST   61 STREET,11,GLTR,Manhattan,
1865,WEST   61 STREET,12,GLTR,Manhattan,
600,WEST   89 STREET,5,PYCA,Manhattan,
677,WEST   93 STREET,9,GIBI,Manhattan,
600,WEST   89 STREET,11,PYCA,Manhattan,
945,WEST  106 STREET,9,PYCA,Manhattan,
760,WEST   97 STREET,15,PLAC,Manhattan,
760,WEST   97 STREET,15,PLAC,Manhattan,
760,WEST   97 STREET,0,,Manhattan,
425,WEST   80 STREET,10,GIBI,Manhattan,
1140,PARK AVENUE,9,MA2,Manhattan,10128
1140,PARK AVENUE,12,PR,Manhattan,10128
1140,PARK AVENUE,15,PR,Manhattan,10128
1140,PARK AVENUE,5,PR,Manhattan,10128
1140,PARK AVENUE,9,PR,Manhattan,10128
1140,PARK AVENUE,12,PR,Manhattan,10128
1140,PARK AVENUE,15,PR,Manhattan,10128
1140,PARK AVENUE,9,PR,Manhattan,10128
1140,PARK AVENUE,8,MA2,Manhattan,10128
1140,PARK AVENUE,10,PR,Manhattan,10128
1601,1 AVENUE,10,QURU,Manhattan,10028
1601,1 AVENUE,12,GLTR,Manhattan,10028
1601,1 AVENUE,12,GLTR,Manhattan,10028
1601,1 AVENUE,8,GLTR,Manhattan,10028
1601,1 AVENUE,15,GLTR,Manhattan,10028
1601,1 AVENUE,2,QURU,Manhattan,10028
1601,1 AVENUE,12,QURU,Manhattan,10028
1601,1 AVENUE,12,GLTR,Manhattan,10028
1601,1 AVENUE,11,GLTR,Manhattan,10028
1601,1 AVENUE,10,GLTR,Manhattan,10028
1601,1 AVENUE,14,GLTR,Manhattan,10028
1601,1 AVENUE,11,GLTR,Manhattan,10028
1601,1 AVENUE,11,GLTR,Manhattan,10028
1601,1 AVENUE,11,GLTR,Manhattan,10028
1623,3 AVENUE,11,GLTR,Manhattan,10128
1623,3 AVENUE,12,GLTR,Manhattan,10128
1623,3 AVENUE,13,GLTR,Manhattan,10128
1623,3 AVENUE,4,QURU,Manhattan,10128
1623,3 AVENUE,11,,Manhattan,10128
1623,3 AVENUE,3,TIAM,Manhattan,10128
1601,3 AVENUE,13,GLTR,Manhattan,10128
1623,3 AVENUE,12,GLTR,Manhattan,10128
1623,3 AVENUE,4,QURU,Manhattan,10128
1623,3 AVENUE,0,,Manhattan,10128
1623,3 AVENUE,3,TICO,Manhattan,10128
1623,3 AVENUE,3,TICO,Manhattan,10128
1601,3 AVENUE,9,GLTR,Manhattan,10128
1601,3 AVENUE,10,GLTR,Manhattan,10128
1601,3 AVENUE,12,GLTR,Manhattan,10128
1601,3 AVENUE,12,GLTR,Manhattan,10128
1289,1 AVENUE,5,GIBI,Manhattan,10021
1601,1 AVENUE,7,UNK,Manhattan,10028
905,EAST   71 STREET,11,ULAM,Manhattan,
520,EAST END AVENUE,8,GIBI,Manhattan,
435,YORK AVENUE,3,ZESE,Manhattan,
435,YORK AVENUE,3,QURU,Manhattan,
435,YORK AVENUE,4,ROPS,Manhattan,
435,YORK AVENUE,3,ULPA,Manhattan,
158,YORK AVENUE,11,ROPS,Manhattan,
158,YORK AVENUE,4,QUMA1,Manhattan,
1155,EAST   92 STREET,6,TICO,Manhattan,
969,EAST   78 STREET,9,GIBI,Manhattan,
969,EAST   78 STREET,10,GIBI,Manhattan,
519,YORK AVENUE,5,TICO,Manhattan,
1700,EAST   95 STREET,2,STJA2,Manhattan,
1700,EAST   95 STREET,3,QUPA,Manhattan,
1217,EAST   95 STREET,11,GIBI,Manhattan,
1334,EAST   72 STREET,9,GLTR,Manhattan,
1334,EAST   72 STREET,7,GLTR,Manhattan,
1332,EAST   72 STREET,0,,Manhattan,
1164,EAST   68 STREET,0,,Manhattan,
1164,EAST   68 STREET,8,GIBI,Manhattan,
1172,EAST   68 STREET,6,PYCA,Manhattan,
1334,EAST   72 STREET,8,GLTR,Manhattan,
715,EAST   70 STREET,8,GLTR,Manhattan,
2838,2 AVENUE,10,GIBI,Manhattan,
2838,2 AVENUE,9,GIBI,Manhattan,
2838,2 AVENUE,8,GIBI,Manhattan,
2838,2 AVENUE,11,GIBI,Manhattan,
2838,2 AVENUE,17,GIBI,Manhattan,
1130,EAST   66 STREET,6,GLTR,Manhattan,
899,EAST   66 STREET,5,PYCA,Manhattan,
2838,2 AVENUE,10,GIBI,Manhattan,
2838,2 AVENUE,0,,Manhattan,
2838,2 AVENUE,18,GLTR,Manhattan,
2838,2 AVENUE,4,GLTR,Manhattan,
2838,2 AVENUE,7,GIBI,Manhattan,
No Number,MAIN STREET,4,PYCA,Manhattan,
500,YORK AVENUE,15,GLTR,Manhattan,
500,YORK AVENUE,16,GLTR,Manhattan,
5155,EAST   88 STREET,6,SYRE,Manhattan,
1240,EAST   96 STREET,5,GLTR,Manhattan,
1140,EAST   95 STREET,8,UNK,Manhattan,
1140,EAST   95 STREET,9,UNK,Manhattan,
1140,EAST   95 STREET,11,TICO,Manhattan,
1140,EAST   95 STREET,10,TICO,Manhattan,
1192,EAST   94 STREET,10,GLTR,Manhattan,
1192,EAST   94 STREET,14,QUPH,Manhattan,
1060,EAST   87 STREET,3,PYCA,Manhattan,
1060,EAST   87 STREET,3,PYCA,Manhattan,
1060,EAST   87 STREET,9,PYCA,Manhattan,
1060,EAST   87 STREET,10,FRPE,Manhattan,
1036,EAST   86 STREET,8,GYDI,Manhattan,
1036,EAST   86 STREET,6,PYCA,Manhattan,
1036,EAST   86 STREET,7,STJA2,Manhattan,
1056,EAST   87 STREET,8,PYCA,Manhattan,
1056,EAST   87 STREET,9,PYCA,Manhattan,
1056,EAST   87 STREET,12,PYCA,Manhattan,
1060,EAST   87 STREET,10,QUPH,Manhattan,
504,YORK AVENUE,6,STJA2,Manhattan,
504,YORK AVENUE,9,GLTR,Manhattan,
504,YORK AVENUE,8,GLTR,Manhattan,
504,YORK AVENUE,8,GLTR,Manhattan,
1227,EAST   83 STREET,8,GIBI,Manhattan,
1201,EAST   82 STREET,1,TITO,Manhattan,
582,WEST  153 STREET,13,GLTR,Manhattan,10031
582,WEST  153 STREET,12,GLTR,Manhattan,10031
599,CONVENT AVENUE,9,STJA2,Manhattan,
599,CONVENT AVENUE,7,STJA2,Manhattan,
480,ST NICHOLAS TERRACE,12,GLTR,Manhattan,
494,CONVENT AVENUE,8,TICO,Manhattan,
60,ST NICHOLAS TERRACE,30,PLAC,Manhattan,
60,ST NICHOLAS TERRACE,3,MEGL,Manhattan,
60,ST NICHOLAS TERRACE,3,MEGL,Manhattan,
60,ST NICHOLAS TERRACE,5,PRCE,Manhattan,
60,ST NICHOLAS TERRACE,6,GYDI,Manhattan,
60,ST NICHOLAS TERRACE,6,ACGI,Manhattan,
60,ST NICHOLAS TERRACE,5,QUPA,Manhattan,
60,ST NICHOLAS TERRACE,13,TICO,Manhattan,
60,ST NICHOLAS TERRACE,22,PLAC,Manhattan,
60,ST NICHOLAS TERRACE,26,PLAC,Manhattan,
471,ST NICHOLAS TERRACE,6,TICO,Manhattan,
60,ST NICHOLAS TERRACE,5,STJA2,Manhattan,
60,ST NICHOLAS TERRACE,6,ZESE,Manhattan,
60,ST NICHOLAS TERRACE,11,TICO,Manhattan,
60,ST NICHOLAS TERRACE,7,QUAC,Manhattan,
60,ST NICHOLAS TERRACE,5,PR,Manhattan,
60,ST NICHOLAS TERRACE,10,TICO,Manhattan,
60,ST NICHOLAS TERRACE,6,QUAC,Manhattan,
60,ST NICHOLAS TERRACE,6,GLTR,Manhattan,
60,ST NICHOLAS TERRACE,29,PLAC,Manhattan,
60,ST NICHOLAS TERRACE,20,PLAC,Manhattan,
60,ST NICHOLAS TERRACE,32,PLAC,Manhattan,
60,ST NICHOLAS TERRACE,12,TICO,Manhattan,
60,ST NICHOLAS TERRACE,12,TICO,Manhattan,
60,ST NICHOLAS TERRACE,27,PLAC,Manhattan,
60,ST NICHOLAS TERRACE,17,PLAC,Manhattan,
310,BRADHURST AVENUE,2,UNK,Manhattan,
60,ST NICHOLAS TERRACE,26,PLAC,Manhattan,
60,ST NICHOLAS TERRACE,5,ULPA,Manhattan,
60,ST NICHOLAS TERRACE,6,ZESE,Manhattan,
60,ST NICHOLAS TERRACE,4,KOPA,Manhattan,
60,ST NICHOLAS TERRACE,8,UL,Manhattan,
60,ST NICHOLAS TERRACE,8,QUAC,Manhattan,
60,ST NICHOLAS TERRACE,6,GIBI,Manhattan,
60,ST NICHOLAS TERRACE,24,PLAC,Manhattan,
530,HAMILTON PLACE,4,ZESE,Manhattan,
530,HAMILTON PLACE,4,ZESE,Manhattan,
530,HAMILTON PLACE,16,QUPH,Manhattan,
2035,ADAM C POWELL BOULEVARD,11,GLTR,Manhattan,10027
4955,EDGECOMBE AVENUE,19,QUPA,Manhattan,
4955,EDGECOMBE AVENUE,9,QURU,Manhattan,
4955,EDGECOMBE AVENUE,9,ROPS,Manhattan,
4955,EDGECOMBE AVENUE,7,PYCA,Manhattan,
4955,EDGECOMBE AVENUE,7,PYCA,Manhattan,
4955,EDGECOMBE AVENUE,14,PLAC,Manhattan,
4955,EDGECOMBE AVENUE,10,ACPL,Manhattan,
467,WEST  134 STREET,6,PYCA,Manhattan,
473,WEST  134 STREET,6,PYCA,Manhattan,
475,WEST  134 STREET,7,QUAL,Manhattan,
2480,WEST  133 STREET,8,GLTR,Manhattan,
2276,WEST  122 STREET,4,TICO,Manhattan,
210,ADAM C POWELL BOULEVARD,6,PYCA,Manhattan,
210,ADAM C POWELL BOULEVARD,5,PLAC,Manhattan,
2470,WEST  132 STREET,8,STJA2,Manhattan,
210,ADAM C POWELL BOULEVARD,3,PLAC,Manhattan,
2470,WEST  132 STREET,10,STJA2,Manhattan,
210,ADAM C POWELL BOULEVARD,5,PLAC,Manhattan,
210,ADAM C POWELL BOULEVARD,4,ZESE,Manhattan,
210,ADAM C POWELL BOULEVARD,8,QUPA,Manhattan,
210,ADAM C POWELL BOULEVARD,10,PYCA,Manhattan,
210,ADAM C POWELL BOULEVARD,9,GLTR,Manhattan,
210,ADAM C POWELL BOULEVARD,7,GLTR,Manhattan,
210,ADAM C POWELL BOULEVARD,7,GLTR,Manhattan,
210,ADAM C POWELL BOULEVARD,9,GLTR,Manhattan,
270,FRED DOUGLASS BOULEVARD,6,GIBI,Manhattan,
270,FRED DOUGLASS BOULEVARD,17,PLAC,Manhattan,
270,FRED DOUGLASS BOULEVARD,18,PLAC,Manhattan,
215,ADAM C POWELL BOULEVARD,22,PLAC,Manhattan,
215,ADAM C POWELL BOULEVARD,18,PLAC,Manhattan,
215,ADAM C POWELL BOULEVARD,20,PLAC,Manhattan,
215,ADAM C POWELL BOULEVARD,10,PLAC,Manhattan,
215,ADAM C POWELL BOULEVARD,9,QUPA,Manhattan,
215,ADAM C POWELL BOULEVARD,9,QUPA,Manhattan,
